id,status,maxEntryPerUser,nftAddress,nftId,winner,extractedNumber,raisedInWei,raisedInEther,platformPercentage,requiredNFT,totalEntries,cancellingDate
594,"ended","1000","0x1A92f7381B9F03921564a437210bB9396471050C","5163","0xF74b6133b06F9eA5d52aC5F91991810439924021","311","2810000000000000000","2.81","0","0x0000000000000000000000000000000000000000","812","fine non impostata"
595,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","4149","0xEeCBa4834ca010C0ced9b2ED8B7050f5229667B8","129","984000000000000000","0.984","0","0x0000000000000000000000000000000000000000","281","fine non impostata"
596,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","1759","0x99E214C362D230c7CED0CDC953B91ee7f4B64d5d","165","712000000000000000","0.712","0","0x0000000000000000000000000000000000000000","234","fine non impostata"
597,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","709","0x0317c78426ADA576A71527A7e9dBF09c25F1DCcB","102","448000000000000000","0.448","0","0x0000000000000000000000000000000000000000","119","fine non impostata"
598,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","9011","0x6D769f012EA529D898c82bfFdA7f51ecF4bd89Ef","6","352000000000000000","0.352","0","0x0000000000000000000000000000000000000000","114","fine non impostata"
599,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","1564","0x3f4eF060eA76c628Cc921d40a8F0a2099a1ef26B","39","536000000000000000","0.536","0","0x0000000000000000000000000000000000000000","174","fine non impostata"
600,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","8419","0x3f4eF060eA76c628Cc921d40a8F0a2099a1ef26B","287","1152000000000000000","1.152","0","0x0000000000000000000000000000000000000000","451","fine non impostata"
601,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","7697","0x88be9296231abf1FB89442153dA234ed7eE101D3","353","1056000000000000000","1.056","0","0x0000000000000000000000000000000000000000","410","fine non impostata"
602,"cancel requested","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","7748","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","4/10/2022, 18:03:23"
603,"ended","1000","0x3e7FC44E25c07Be3d67C241E6E59cb838DF2F892","1662","0xEecD444227da89463658EF6E927571aeAE19Ca07","36","424000000000000000","0.424","0","0x0000000000000000000000000000000000000000","161","fine non impostata"
604,"ended","1000","0x3e7FC44E25c07Be3d67C241E6E59cb838DF2F892","1672","0x02a1C53B12D13dE80ceBe132f16dD0D732f1Ae4B","222","704000000000000000","0.704","0","0x0000000000000000000000000000000000000000","260","fine non impostata"
605,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","8600","0x2256b007622C7BB4036ae325c5ADF51E12879262","36","224000000000000000","0.224","0","0x0000000000000000000000000000000000000000","51","fine non impostata"
606,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","9949","0x313d3A6b5BE58BEDB05DAAEF051DdE7dFc1589CD","87","1210000000000000000","1.21","0","0x0000000000000000000000000000000000000000","318","fine non impostata"
607,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","399","0x3b3ff3ab974edf9602D082b7612aFE1FB14017F9","110","1350000000000000000","1.35","0","0x0000000000000000000000000000000000000000","411","fine non impostata"
608,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","1702","0xbDf6d3FBCbA13A1e6BF6E0392700B9a6de6eaEc7","248","1130000000000000000","1.13","0","0x0000000000000000000000000000000000000000","347","fine non impostata"
609,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","7135","0x4c2bB54644536e23F0E77EC8010294AC8b328A52","194","1400000000000000000","1.4","0","0x0000000000000000000000000000000000000000","456","fine non impostata"
610,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","8220","0xd1327c2e2b63B8f0E51D3e1218F07A332230e4ab","94","1470000000000000000","1.47","0","0x0000000000000000000000000000000000000000","346","fine non impostata"
611,"ended","1000","0x31d45de84fdE2fB36575085e05754a4932DD5170","8380","0x0558258097c1B1b84676f28dEd4B522922ea648c","242","832000000000000000","0.832","0","0x0000000000000000000000000000000000000000","344","fine non impostata"
612,"ended","1000","0x31d45de84fdE2fB36575085e05754a4932DD5170","9426","0xd05Cf8CD6713441BC36057d8dD06dAB3acdb0B29","92","560000000000000000","0.56","0","0x0000000000000000000000000000000000000000","214","fine non impostata"
613,"ended","1000","0x31d45de84fdE2fB36575085e05754a4932DD5170","4914","0x0558258097c1B1b84676f28dEd4B522922ea648c","132","464000000000000000","0.464","0","0x0000000000000000000000000000000000000000","158","fine non impostata"
614,"ended","1000","0x3e7FC44E25c07Be3d67C241E6E59cb838DF2F892","1875","0x57Ea52594b763af6454548eCf72dB3E2a2029EDB","98","576000000000000000","0.576","0","0x0000000000000000000000000000000000000000","165","fine non impostata"
615,"ended","1000","0x6632a9d63E142F17a668064D41A21193b49B41a0","3232","0x5911c9A0705c68530a49eD63783fDF7d487a7698","78","392000000000000000","0.392","0","0x0000000000000000000000000000000000000000","127","fine non impostata"
616,"cancel requested","1000","0x6632a9d63E142F17a668064D41A21193b49B41a0","5383","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","5/10/2022, 11:17:59"
617,"ended","1000","0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA","4544","0x6184C99191A4E071acA340ab09Ea4de1ba76B48E","16","850000000000000000","0.85","0","0x0000000000000000000000000000000000000000","254","fine non impostata"
618,"ended","1000","0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA","1025","0x71b1135D27F0C3a1B8FC4577d5fdf42DC006ae78","223","1130000000000000000","1.13","0","0x0000000000000000000000000000000000000000","348","fine non impostata"
619,"ended","1000","0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA","778","0x0E39B12Dc1F8A69202838F540684FB5aC307C9c1","134","1110000000000000000","1.11","0","0x0000000000000000000000000000000000000000","323","fine non impostata"
620,"ended","1000","0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA","3524","0x34e851038d3aa4b537e668C2D9d3f773349c70D0","162","1050000000000000000","1.05","0","0x0000000000000000000000000000000000000000","324","fine non impostata"
621,"ended","1000","0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C","9292","0xa8AAd55C115a9213d790e11ad90A60f3540fee72","123","736000000000000000","0.736","0","0x0000000000000000000000000000000000000000","259","fine non impostata"
622,"ended","1000","0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C","30","0x71b1135D27F0C3a1B8FC4577d5fdf42DC006ae78","274","784000000000000000","0.784","0","0x0000000000000000000000000000000000000000","318","fine non impostata"
623,"ended","1000","0x3e7FC44E25c07Be3d67C241E6E59cb838DF2F892","3069","0x93fb5143523eb0C519F600Dfdb59153178343a1f","142","504000000000000000","0.504","0","0x0000000000000000000000000000000000000000","156","fine non impostata"
624,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","581","0x5ADF378c1389d35f726D50E2CB828978608f9D5a","181","736000000000000000","0.736","0","0x0000000000000000000000000000000000000000","204","fine non impostata"
625,"ended","1000","0x2acAb3DEa77832C09420663b0E1cB386031bA17B","136","0x93fb5143523eb0C519F600Dfdb59153178343a1f","340","1510000000000000000","1.51","0","0x0000000000000000000000000000000000000000","462","fine non impostata"
626,"ended","1000","0x2acAb3DEa77832C09420663b0E1cB386031bA17B","522","0x34e851038d3aa4b537e668C2D9d3f773349c70D0","180","950000000000000000","0.95","0","0x0000000000000000000000000000000000000000","267","fine non impostata"
627,"ended","1000","0xfE8C6d19365453D26af321D0e8c910428c23873F","2296","0x71b1135D27F0C3a1B8FC4577d5fdf42DC006ae78","213","1980000000000000000","1.98","0","0x0000000000000000000000000000000000000000","642","fine non impostata"
628,"ended","1000","0x39ee2c7b3cb80254225884ca001F57118C8f21B6","8516","0x4Fd0fF2C49671D4fE1927371cf833E8b3B7f44eA","509","1810000000000000000","1.81","0","0x0000000000000000000000000000000000000000","577","fine non impostata"
629,"ended","1000","0x39ee2c7b3cb80254225884ca001F57118C8f21B6","4989","0xEba8C66A090043EDb92C8344f7ac9ADC434054eB","65","1600000000000000000","1.6","0","0x0000000000000000000000000000000000000000","548","fine non impostata"
630,"ended","1000","0xfE8C6d19365453D26af321D0e8c910428c23873F","5941","0x71b1135D27F0C3a1B8FC4577d5fdf42DC006ae78","86","1730000000000000000","1.73","0","0x0000000000000000000000000000000000000000","602","fine non impostata"
631,"ended","1000","0x1792a96E5668ad7C167ab804a100ce42395Ce54D","7975","0x4cf5B2A8FD78a28BBF30c66d2e83bb68b3deb8c0","214","1740000000000000000","1.74","0","0x0000000000000000000000000000000000000000","621","fine non impostata"
632,"ended","1000","0x1792a96E5668ad7C167ab804a100ce42395Ce54D","4540","0x07eC0f92b52586769c634bA5F60c7100d5A10662","233","1820000000000000000","1.82","0","0x0000000000000000000000000000000000000000","566","fine non impostata"
633,"ended","1000","0x80336Ad7A747236ef41F47ed2C7641828a480BAA","2756","0xc41856B8FDC78F5b163d61eC08076ECC1694cfDE","551","1720000000000000000","1.72","0","0x0000000000000000000000000000000000000000","576","fine non impostata"
634,"ended","1000","0x80336Ad7A747236ef41F47ed2C7641828a480BAA","3281","0xabF3947d0F6B3Af67aBb70eCA8BaBa67eacc7003","248","1420000000000000000","1.42","0","0x0000000000000000000000000000000000000000","407","fine non impostata"
635,"ended","1000","0x34d85c9CDeB23FA97cb08333b511ac86E1C4E258","73148","0x86cEa69945c728c5C0Eb7e36F0DbbF2b947146FB","250","2020000000000000000","2.02","0","0x0000000000000000000000000000000000000000","586","fine non impostata"
636,"ended","1000","0x34d85c9CDeB23FA97cb08333b511ac86E1C4E258","97448","0x56f59983fc5A826C7FcDcA8fFeD7cE61daF79445","63","2060000000000000000","2.06","0","0x0000000000000000000000000000000000000000","640","fine non impostata"
637,"ended","1000","0xBd3531dA5CF5857e7CfAA92426877b022e612cf8","4813","0xAdAf51F1E434C446aBc90fFdAF1c3A967e6f2ea1","371","2470000000000000000","2.47","0","0x0000000000000000000000000000000000000000","823","fine non impostata"
638,"ended","1000","0xBd3531dA5CF5857e7CfAA92426877b022e612cf8","3412","0xF74b6133b06F9eA5d52aC5F91991810439924021","403","2940000000000000000","2.94","0","0x0000000000000000000000000000000000000000","990","fine non impostata"
639,"ended","1000","0x6632a9d63E142F17a668064D41A21193b49B41a0","5303","0xC31bf003fE9400047ba49F0CF762525911441F9F","59","328000000000000000","0.328","0","0x0000000000000000000000000000000000000000","95","fine non impostata"
640,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","7168","0x2256b007622C7BB4036ae325c5ADF51E12879262","31","224000000000000000","0.224","0","0x0000000000000000000000000000000000000000","81","fine non impostata"
641,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","8480","0x8bB4aC2255Cfd6d86ffaa4e912eEf8982de7b825","98","328000000000000000","0.328","0","0x0000000000000000000000000000000000000000","100","fine non impostata"
642,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","7748","0xfF0c68CdC0Dd46A6eD8ba68e887A2a673C46F4E6","51","304000000000000000","0.304","0","0x0000000000000000000000000000000000000000","73","fine non impostata"
643,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","2588","0xd05Cf8CD6713441BC36057d8dD06dAB3acdb0B29","318","1280000000000000000","1.28","0","0x0000000000000000000000000000000000000000","496","fine non impostata"
644,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","4795","0xEeCBa4834ca010C0ced9b2ED8B7050f5229667B8","200","744000000000000000","0.744","0","0x0000000000000000000000000000000000000000","253","fine non impostata"
645,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","9264","0xF6F15688Dc79CD8Ff2E1B4F60c42075CF2723D0c","68","1568000000000000000","1.568","0","0x0000000000000000000000000000000000000000","660","fine non impostata"
646,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","977","0x92Be8BbC788bEB5eDe6b1d4F47D4620827a65b0a","4","800000000000000000","0.8","0","0x0000000000000000000000000000000000000000","283","fine non impostata"
647,"ended","1000","0x7D8820FA92EB1584636f4F5b8515B5476B75171a","2861","0x4A0b1D10F2AEBc8B4a901e04280e9a22EDaB66eb","136","2220000000000000000","2.22","0","0x0000000000000000000000000000000000000000","737","fine non impostata"
648,"ended","1000","0x34d85c9CDeB23FA97cb08333b511ac86E1C4E258","82730","0xb6D2fc0582b3d13319563411Aa34548a370fDb9B","105","2350000000000000000","2.35","0","0x0000000000000000000000000000000000000000","787","fine non impostata"
649,"ended","1000","0xBd3531dA5CF5857e7CfAA92426877b022e612cf8","4781","0x70E520f9bBbA152385B31D7069D49387377113b4","642","2460000000000000000","2.46","0","0x0000000000000000000000000000000000000000","787","fine non impostata"
650,"ended","1000","0x39ee2c7b3cb80254225884ca001F57118C8f21B6","4453","0x2772D72C0AFd3E4aE35a4e40BD40159910FF2Cf6","96","1720000000000000000","1.72","0","0x0000000000000000000000000000000000000000","560","fine non impostata"
651,"ended","1000","0x2acAb3DEa77832C09420663b0E1cB386031bA17B","947","0xAfF6255eEd853F9b30baD759bA672beECF7a4F41","71","1100000000000000000","1.1","0","0x0000000000000000000000000000000000000000","345","fine non impostata"
652,"ended","1000","0x97597002980134beA46250Aa0510C9B90d87A587","5924","0xC491cE03e55239915becdFBe48bDb81DA4b34ADa","52","288000000000000000","0.288","0","0x0000000000000000000000000000000000000000","71","fine non impostata"
653,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","7342","0xCc27f99028ba6c15ea9679Eef4c627fB37e79Df4","25","184000000000000000","0.184","0","0x0000000000000000000000000000000000000000","35","fine non impostata"
654,"ended","1000","0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C","3577","0xf1d653e6e3b1c2c16bE996FE7288A5A228AeD647","104","464000000000000000","0.464","0","0x0000000000000000000000000000000000000000","129","fine non impostata"
655,"ended","1000","0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA","3773","0x3dB18F2e8742C1c163834c1cd30380b539F5E13b","237","990000000000000000","0.99","0","0x0000000000000000000000000000000000000000","284","fine non impostata"
656,"ended","1000","0x80336Ad7A747236ef41F47ed2C7641828a480BAA","1478","0x002B5e30F73ea15290F5fa000e092A9B0B61bf8b","352","1930000000000000000","1.93","0","0x0000000000000000000000000000000000000000","571","fine non impostata"
657,"ended","1000","0x1A92f7381B9F03921564a437210bB9396471050C","1809","0x3b3ff3ab974edf9602D082b7612aFE1FB14017F9","653","3680000000000000000","3.68","0","0x0000000000000000000000000000000000000000","1227","fine non impostata"
658,"ended","1000","0x1792a96E5668ad7C167ab804a100ce42395Ce54D","5351","0x9eecd6d36f016f66E27a8d823F3D8D8720eda2f4","134","1680000000000000000","1.68","0","0x0000000000000000000000000000000000000000","494","fine non impostata"
659,"ended","1000","0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949","9555","0x1362d0AEaE71d61d129F7c00580c532A90B22e18","98","1150000000000000000","1.15","0","0x0000000000000000000000000000000000000000","317","fine non impostata"
660,"ended","1000","0x3e7FC44E25c07Be3d67C241E6E59cb838DF2F892","1658","0x4A0b1D10F2AEBc8B4a901e04280e9a22EDaB66eb","44","424000000000000000","0.424","0","0x0000000000000000000000000000000000000000","123","fine non impostata"
661,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","1219","0xb33147Ea01FbbBB191AFc8EC6B5105b077594023","314","1320000000000000000","1.32","0","0x0000000000000000000000000000000000000000","472","fine non impostata"
662,"ended","1000","0x31d45de84fdE2fB36575085e05754a4932DD5170","3963","0x34D0d20E6b19D01D296BA7B4972dE7631caa6eD9","187","728000000000000000","0.728","0","0x0000000000000000000000000000000000000000","246","fine non impostata"
663,"ended","1000","0x2acAb3DEa77832C09420663b0E1cB386031bA17B","8059","0x31c55f64cDd0dcEB6A3ce2174044ad9350E2c337","355","1170000000000000000","1.17","0","0x0000000000000000000000000000000000000000","363","fine non impostata"
664,"ended","1000","0x34d85c9CDeB23FA97cb08333b511ac86E1C4E258","82727","0x63B69B66337764f862a278a329A4ed1e5d639BE0","25","2050000000000000000","2.05","0","0x0000000000000000000000000000000000000000","642","fine non impostata"
665,"ended","1000","0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7","16753","0x8659Ef890A827b5c05cbEa7F1D39A1Ed638a5860","620","3410000000000000000","3.41","0","0x0000000000000000000000000000000000000000","1089","fine non impostata"
666,"ended","1000","0xfE8C6d19365453D26af321D0e8c910428c23873F","6326","0x5361942aBBA038FD8b9FaEBa71762076143CAa59","366","1260000000000000000","1.26","0","0x0000000000000000000000000000000000000000","411","fine non impostata"
667,"ended","1000","0x7D8820FA92EB1584636f4F5b8515B5476B75171a","2627","0x3b3ff3ab974edf9602D082b7612aFE1FB14017F9","59","1850000000000000000","1.85","0","0x0000000000000000000000000000000000000000","633","fine non impostata"
668,"ended","1000","0xf61F24c2d93bF2dE187546B14425BF631F28d6dC","19619","0x4A0b1D10F2AEBc8B4a901e04280e9a22EDaB66eb","94","368000000000000000","0.368","0","0x0000000000000000000000000000000000000000","114","fine non impostata"
669,"ended","1000","0x97597002980134beA46250Aa0510C9B90d87A587","2605","0xCA8958A3341DACACf62986d095B75c7291b1a1fB","47","256000000000000000","0.256","0","0x0000000000000000000000000000000000000000","64","fine non impostata"
670,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","4362","0x88be9296231abf1FB89442153dA234ed7eE101D3","34","928000000000000000","0.928","0","0x0000000000000000000000000000000000000000","334","fine non impostata"
671,"ended","1000","0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA","6815","0x986392F7E2F2366DB6faaBcd39f549E4515e35F7","29","1210000000000000000","1.21","0","0x0000000000000000000000000000000000000000","392","fine non impostata"
672,"ended","1000","0x1792a96E5668ad7C167ab804a100ce42395Ce54D","7203","0x986392F7E2F2366DB6faaBcd39f549E4515e35F7","462","1500000000000000000","1.5","0","0x0000000000000000000000000000000000000000","506","fine non impostata"
673,"ended","1000","0xBd3531dA5CF5857e7CfAA92426877b022e612cf8","4401","0xf1d653e6e3b1c2c16bE996FE7288A5A228AeD647","29","3980000000000000000","3.98","0","0x0000000000000000000000000000000000000000","1475","fine non impostata"
674,"ended","1000","0x80336Ad7A747236ef41F47ed2C7641828a480BAA","4223","0xF6E4B44954BF2846994A05449FB5D375Bc6e3976","633","1780000000000000000","1.78","0","0x0000000000000000000000000000000000000000","652","fine non impostata"
675,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","7303","0x986392F7E2F2366DB6faaBcd39f549E4515e35F7","192","1200000000000000000","1.2","0","0x0000000000000000000000000000000000000000","402","fine non impostata"
676,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","3682","0x042c693d102faa60F417FD0b0cF6Cb9ac05AC991","19","144000000000000000","0.144","0","0x0000000000000000000000000000000000000000","38","fine non impostata"
677,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","1889","0x986392F7E2F2366DB6faaBcd39f549E4515e35F7","64","1176000000000000000","1.176","0","0x0000000000000000000000000000000000000000","481","fine non impostata"
678,"ended","1000","0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C","8914","0x4A0b1D10F2AEBc8B4a901e04280e9a22EDaB66eb","23","440000000000000000","0.44","0","0x0000000000000000000000000000000000000000","145","fine non impostata"
679,"ended","1000","0xfE8C6d19365453D26af321D0e8c910428c23873F","6265","0x34e851038d3aa4b537e668C2D9d3f773349c70D0","35","980000000000000000","0.98","0","0x0000000000000000000000000000000000000000","321","fine non impostata"
680,"ended","1000","0x34d85c9CDeB23FA97cb08333b511ac86E1C4E258","82296","0x8659Ef890A827b5c05cbEa7F1D39A1Ed638a5860","250","1580000000000000000","1.58","0","0x0000000000000000000000000000000000000000","525","fine non impostata"
681,"ended","2500","0x49cF6f5d44E70224e2E23fDcdd2C053F30aDA28B","4378","0x926C78A59a1f49Fa20D079267b770B458eBDfbd6","2063","8901000000000000000","8.901","0","0x0000000000000000000000000000000000000000","9511","fine non impostata"
682,"ended","1000","0x39ee2c7b3cb80254225884ca001F57118C8f21B6","8859","0x4A0b1D10F2AEBc8B4a901e04280e9a22EDaB66eb","178","1970000000000000000","1.97","0","0x0000000000000000000000000000000000000000","675","fine non impostata"
683,"ended","1000","0x2acAb3DEa77832C09420663b0E1cB386031bA17B","4799","0x8F54249ae4c8A73E92D44459e026c9197670F3fD","105","1790000000000000000","1.79","0","0x0000000000000000000000000000000000000000","553","fine non impostata"
684,"ended","1000","0xf61F24c2d93bF2dE187546B14425BF631F28d6dC","20588","0x9CB35f0210Ce16882a404b3Bb14e0C70aB9c879A","101","448000000000000000","0.448","0","0x0000000000000000000000000000000000000000","146","fine non impostata"
685,"ended","1000","0x6632a9d63E142F17a668064D41A21193b49B41a0","2739","0x042c693d102faa60F417FD0b0cF6Cb9ac05AC991","32","320000000000000000","0.32","0","0x0000000000000000000000000000000000000000","107","fine non impostata"
686,"ended","1000","0x97597002980134beA46250Aa0510C9B90d87A587","5135","0x042c693d102faa60F417FD0b0cF6Cb9ac05AC991","18","256000000000000000","0.256","0","0x0000000000000000000000000000000000000000","69","fine non impostata"
687,"ended","1000","0x31d45de84fdE2fB36575085e05754a4932DD5170","2680","0x4A0b1D10F2AEBc8B4a901e04280e9a22EDaB66eb","23","544000000000000000","0.544","0","0x0000000000000000000000000000000000000000","166","fine non impostata"
688,"ended","1000","0x1792a96E5668ad7C167ab804a100ce42395Ce54D","3304","0x3D93AEC4d5d1E47309d7072DEAbC94610cFD14A1","648","2010000000000000000","2.01","0","0x0000000000000000000000000000000000000000","658","fine non impostata"
689,"ended","1000","0x716F29B8972D551294d9E02B3eb0fC1107FbF4aA","8079","0x34e851038d3aa4b537e668C2D9d3f773349c70D0","85","1050000000000000000","1.05","0","0x0000000000000000000000000000000000000000","337","fine non impostata"
690,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","7804","0x776287Cb00F1142FbA744fda1d2e1F4f99Fc99f3","497","1610000000000000000","1.61","0","0x0000000000000000000000000000000000000000","520","fine non impostata"
691,"ended","1000","0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C","9764","0xe505570cCa5734c3D803a9cFE0FBCE618A0d74D1","154","752000000000000000","0.752","0","0x0000000000000000000000000000000000000000","265","fine non impostata"
692,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","2065","0xa2BBC22d06F795CFe7e5EB07Ca3E580D78D924E8","150","888000000000000000","0.888","0","0x0000000000000000000000000000000000000000","296","fine non impostata"
693,"created","1000","0x3e7FC44E25c07Be3d67C241E6E59cb838DF2F892","1643","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","fine non impostata"
694,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","6395","0x2256b007622C7BB4036ae325c5ADF51E12879262","37","264000000000000000","0.264","0","0x0000000000000000000000000000000000000000","89","fine non impostata"
695,"ended","1000","0xf61F24c2d93bF2dE187546B14425BF631F28d6dC","20612","0xeE6c4C4BC8Bc269F6380756B300A060B8D583c49","158","552000000000000000","0.552","0","0x0000000000000000000000000000000000000000","194","fine non impostata"
696,"ended","1000","0x2acAb3DEa77832C09420663b0E1cB386031bA17B","3923","0xDa0f8e3cC8fc546824Be2e5287870be2b8d362Ad","334","1240000000000000000","1.24","0","0x0000000000000000000000000000000000000000","409","fine non impostata"
697,"ended","1000","0x7D8820FA92EB1584636f4F5b8515B5476B75171a","3371","0xBFFE761e794d2Aaeb2d065B76F5C43D1A756B3cA","402","1530000000000000000","1.53","0","0x0000000000000000000000000000000000000000","474","fine non impostata"
698,"ended","1000","0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949","8362","0xEDd6278A5A0c467ce9402a539c700c474df03914","348","1540000000000000000","1.54","0","0x0000000000000000000000000000000000000000","498","fine non impostata"
699,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","4061","0x4A0b1D10F2AEBc8B4a901e04280e9a22EDaB66eb","7","736000000000000000","0.736","0","0x0000000000000000000000000000000000000000","249","fine non impostata"
700,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","9125","0x02FBCA28cf43a638E8BA661BF238cD9f085eb7Cd","143","1016000000000000000","1.016","0","0x0000000000000000000000000000000000000000","342","fine non impostata"
701,"ended","1","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","3694","0x2a575E1547bB392DbE5A971Cbb9b05EA5DEc0d4f","451","0","0.0","0","0x0000000000000000000000000000000000000000","1238","fine non impostata"
702,"accepted","2500","0x8a90CAb2b38dba80c64b7734e58Ee1dB38B8992e","6859","0x0000000000000000000000000000000000000000","0","9352000000000000000","9.352","0","0x0000000000000000000000000000000000000000","3486","fine non impostata"
703,"cancel requested","1","0x23581767a106ae21c074b2276D25e5C3e136a68b","6435","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","1923","18/10/2022, 17:02:11"
704,"ended","1","0x23581767a106ae21c074b2276D25e5C3e136a68b","6435","0xa5B7A2AF41E16BBe53B0b998AdD1D7B939C24093","553","0","0.0","0","0x0000000000000000000000000000000000000000","1861","fine non impostata"
705,"accepted","1000","0x34d85c9CDeB23FA97cb08333b511ac86E1C4E258","72878","0x0000000000000000000000000000000000000000","0","150000000000000000","0.15","0","0x0000000000000000000000000000000000000000","35","fine non impostata"
